schema,pilot_sha256,benchmark_id,content_sha256,source_family_id,selection_role,expected_verdict,config,phase_mode,verdict,engine,pool_candidate_count,selected_candidate_count,route_count,phase_count,candidate_sha256,route_sha256,certificate_time_sec,model_checker_time_sec,offline_time_sec,certificate_ok,certificate_checks_json,error,report_path,report_sha256
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-zilu/benchmark05_conjunctive.btor2,cda483f8d8d680feb68cd20df1e25b3db9abc0c88f5ed8b9ce8c0944869603d0,8ddf6b6355c50edeb4690d5041155805747b85c70a1a46526cb9005044aea173,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,1225,742,28,5,4eefd2b61f6f5f4c10fc25bffc069cc944910643b17fb9d816bbd6269f1af44f,d3816ad4f8bcb86629563bbe2e2ef9ba4d7c781a5a524209f1b782a990b164ea,20.114801,10.145870,30.278975,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/benchmark05_conjunctive-be8f9ba19edd.all-phase-exhaustive.json,540c60fbd46540bd578a0039e1d0eb27e51f939b2374d70a44a3efacb705a8bc
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-zilu/benchmark05_conjunctive.btor2,cda483f8d8d680feb68cd20df1e25b3db9abc0c88f5ed8b9ce8c0944869603d0,8ddf6b6355c50edeb4690d5041155805747b85c70a1a46526cb9005044aea173,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,245,3,28,0,61a85b1cbd1dbce246d98073510cf36ed809f227593e2f28f40ac654c25b136d,d3816ad4f8bcb86629563bbe2e2ef9ba4d7c781a5a524209f1b782a990b164ea,2.104301,10.081008,12.190424,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/benchmark05_conjunctive-be8f9ba19edd.global-exhaustive.json,4f035d57a5f73711c98526546515e09afcd989cab0f323c1e610806c96014bce
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loops-crafted-1/nested3-2_abstracted.btor2,28fa096eb1709c2a6215f7028153410bf5caeb7c9375da0aabe3a784b4ed7fcd,c09cb7c581286218f6d3a556de44c3c501e0f45f8e4d681dcc16faa2c3d7bb95,unsafe-soundness-control,unsafe,all-phase-exhaustive,all,sat,phase-grammar-ic3ia,672,600,10,8,e6350712a47147e739770eea7a3a8a1f696a2cc49c09600bbea87e55208175ad,01419a8bdab7988dbc5143ac0b26e74e93e8f343b670050f27294eb67d2dbac0,1.784237,2.365248,4.159516,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/nested3-2_abstracted-d4631c1abfa9.all-phase-exhaustive.json,fd68f0dc18b0b7751e1460885bbc39dd6565d5557ee708620abe042335d78040
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loops-crafted-1/nested3-2_abstracted.btor2,28fa096eb1709c2a6215f7028153410bf5caeb7c9375da0aabe3a784b4ed7fcd,c09cb7c581286218f6d3a556de44c3c501e0f45f8e4d681dcc16faa2c3d7bb95,unsafe-soundness-control,unsafe,global-exhaustive,global,sat,phase-grammar-ic3ia,84,66,10,0,88351ab7e567acfbe4dfc6605f62eb1fec16514e54976fbe8c0b0a8ac773eb38,01419a8bdab7988dbc5143ac0b26e74e93e8f343b670050f27294eb67d2dbac0,0.085374,3.325754,3.413125,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/nested3-2_abstracted-d4631c1abfa9.global-exhaustive.json,9893227ba12346c15afba8f21acc497f70e94d7684b79f9db8f30a6afbc499e1
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loops-crafted-1/sumt2.btor2,30a1eb21e2fcf3da3819b76120d5af9d280ea9b0a42712f684a98a4ed76b3d4b,d37acc8ca50404fa2bccd717d0e0f255c62e4111fcc35da452b7b138cfeb3f72,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,4600,2858,110,5,eeb029f5586b324582cca6a04700a1bf057ec80bce85023295630887b8dd3063,73a27098296bdd9b8cfb09eef6bfe0e94279e1ea621524705d58b93f69430574,20.147477,10.149192,30.355004,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/sumt2-1c93345a996d.all-phase-exhaustive.json,d158279d1eb2697124ffbea95a57288bbacc79ec08f32025ec9145070965a8fb
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loops-crafted-1/sumt2.btor2,30a1eb21e2fcf3da3819b76120d5af9d280ea9b0a42712f684a98a4ed76b3d4b,d37acc8ca50404fa2bccd717d0e0f255c62e4111fcc35da452b7b138cfeb3f72,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,920,8,110,0,88ccf967d0d5f25f14055ca7c1d2857dbaab1a61f54d77ef85e5ce66726e698a,73a27098296bdd9b8cfb09eef6bfe0e94279e1ea621524705d58b93f69430574,3.484487,10.069409,13.571928,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/sumt2-1c93345a996d.global-exhaustive.json,44707cc876b0022a18d7033a9defa7f0c2c6b669cae49a617af58242e5714074
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loops/count_up_down-1.btor2,ffd2ca2e4bf9f5c2d0948aefeb6d18ff3ad11c442acd91e54dec6cc1dbb35e25,4b81287e660ca8c3ad7ed61e0556cea4f5f5ad41b16a474c5b325850c8269d86,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,1225,903,28,5,8b214a60eb647d61238a58385981363a003ed8f00d72b4ebffab8928dbf3c954,480452245cb019dbceadce8470294022b5b35094baa1cf16663d31509d7dfd64,20.074723,10.069515,30.163154,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/count_up_down-1-c5bb6766011f.all-phase-exhaustive.json,b367b4e7fa53a17bcc3b60d4c95211c61899f2bb9acf6456aa29a91c0a1c0533
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loops/count_up_down-1.btor2,ffd2ca2e4bf9f5c2d0948aefeb6d18ff3ad11c442acd91e54dec6cc1dbb35e25,4b81287e660ca8c3ad7ed61e0556cea4f5f5ad41b16a474c5b325850c8269d86,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,245,8,28,0,150855f3c4286b56399e2aaffc5ad4fe039c48a07e8a32a54e0b8cf96056b943,480452245cb019dbceadce8470294022b5b35094baa1cf16663d31509d7dfd64,1.045970,10.046096,11.099732,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/count_up_down-1-c5bb6766011f.global-exhaustive.json,0b0d3f1e65379cb4a238b4ada89e3e6b277436e9e9b6b3917c2b7d875ed8b1ae
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loops/sum04-1.btor2,a639d02fe419a440cfb716f5a0cdd5348193144d7117cd83acd5830807c7aa31,d38cd40ac0fe4efe013008e5b86e7584cade32d9260a4f76243ae529936dacae,unsafe-soundness-control,unsafe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,420,176,10,5,3b5ae976de4c38bd0a954dea948abdd82395817ec78770f40b3eef01e242292f,db381a3018af0e1ab42865c37e3da5839fed77890ffb0b42eefc8ed9e50f9a1c,12.584379,10.062011,22.653031,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/sum04-1-adebbfcc4d3e.all-phase-exhaustive.json,1c73956dce34ef22a7378d9203d461d2469fc7e232d87fc074f81558826210c7
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loops/sum04-1.btor2,a639d02fe419a440cfb716f5a0cdd5348193144d7117cd83acd5830807c7aa31,d38cd40ac0fe4efe013008e5b86e7584cade32d9260a4f76243ae529936dacae,unsafe-soundness-control,unsafe,global-exhaustive,global,timeout,phase-grammar-ic3ia,84,6,10,0,893a327efd7a501d778b11222d93a3b8674ad0782f334634b8ac3824193f5dfe,db381a3018af0e1ab42865c37e3da5839fed77890ffb0b42eefc8ed9e50f9a1c,0.526287,10.124247,10.653844,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/sum04-1-adebbfcc4d3e.global-exhaustive.json,a9c60a469fbf227142aa60cc346bceba76f42987a4eeefa5d73ec2f8548fcac5
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,nla-digbench/egcd3-ll.btor2,ab95af590341bbc5985f8b139fac708e4abf9e4330e4027156b9d4e44d6675a4,a40529a439578e1198455e5c5437d504f7a9abab2945aad1927cb716cf1970b6,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,16280,14883,182,11,7cddd596eebcdb904990452783e6e081f992791fdc7bb842bc7dbb061cc4a329,a930b2bcf1a13c6b7f2d750eb8242a919e7d82305edbbf410023f38b881e6d6c,20.987670,10.080244,31.312153,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/egcd3-ll-942e0b52c0fe.all-phase-exhaustive.json,f963a38366214bab895c995a77f73e96b1db3612872e441808af2201bfbcdea4
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,nla-digbench/egcd3-ll.btor2,ab95af590341bbc5985f8b139fac708e4abf9e4330e4027156b9d4e44d6675a4,a40529a439578e1198455e5c5437d504f7a9abab2945aad1927cb716cf1970b6,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,1480,852,182,0,4b4e5e9761c6509e311075cfa0d719ffdd6f8481f307c7c8e6ef70a94b76f745,a930b2bcf1a13c6b7f2d750eb8242a919e7d82305edbbf410023f38b881e6d6c,20.242304,10.116810,30.390931,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/egcd3-ll-942e0b52c0fe.global-exhaustive.json,8cdcbab9f386f59f219fb64b1604d9c6dd512359e7e70132d4ce4b5cd9aec15b
