schema,pilot_sha256,benchmark_id,content_sha256,source_family_id,selection_role,expected_verdict,config,router,arm,route_valid,route_error,verdict,engine,route_count,pool_candidate_count,selected_candidate_count,phase_count,candidate_sha256,route_sha256,certificate_time_sec,model_checker_time_sec,offline_time_sec,generation_time_sec,end_to_end_sec,certificate_ok,certificate_checks_json,report_path,report_sha256
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,llm-raw,llm,raw,true,,sat,phase-grammar-ic3ia,5,80,48,8,89c569e47d437db0d01278cdf7dd802d786ce3550c2fbaf501d8f1c807d9e285,92388be067e093ba5e577a8df68bff44eba3d0dc1979b228fe58a4fff627fb9e,0.460732,0.742419,1.204663,2.645302,3.849965,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/id_trans-3a1483662015.llm-raw.json,df2226d44ece4fbb6877506f81e378d90bc10f6f4da5653f493b29cecfd4109d
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,llm-source,llm,source,false,route 1.offsets must not contain duplicates,invalid-route,,0,0,0,8,,,0.000000,0.000000,0.000000,2.091514,2.091514,false,[],reports/id_trans-3a1483662015.llm-source.json,de36e3c1e49d68184ac551b4a5b2523563d7c422e1934fdc8ec51ff113b5d1f7
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,random-lifted,random,lifted,true,,sat,phase-grammar-ic3ia,4,72,38,8,31212649337db536c7ef9782cd4789a381f4173fe61b796683fb717d4f8b1b6c,707bc00d46f3d02e3ec933c2c7c43b73d3ad9f303050250ebd86983ff454c149,0.222200,1.295273,1.519832,0.000000,1.519832,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/id_trans-3a1483662015.random-lifted.json,36b7304efc92c117410cb2f3b6310a2a04e590bb0e149cfc8956c1f7c989097a
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,random-raw,random,raw,true,,sat,phase-grammar-ic3ia,1,80,39,8,e0c872c5dc616d5a92b080864cfd34c8a2604087cdde7cc80ff2c9842cbd4e47,04193e8d57e63cba9381e4e12f13ba575803d1c290499a032c74821f1972bd54,0.346578,0.291127,0.639385,0.000000,0.639385,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/id_trans-3a1483662015.random-raw.json,821b9ba129c8e92b2656c086af1df200788b162e991658b370e2b93ac86eb971
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,structural-all,structural,target,true,,sat,phase-grammar-ic3ia,8,672,403,8,ce171ad89115bc2139a965d81fc1252e09a1e5d00922383c634dbe16ce05ece1,aa36252ae0d654cf1211143b0abb4bf124c01a2fb4c40c2e1ee41de7b30dcd25,1.900711,1.765897,3.672280,0.000000,3.672280,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/id_trans-3a1483662015.structural-all.json,8dcc36392b9709f1da71757e4eacb6cdbed54d9ac4ee32e2a88d0225acfa313c
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,structural-global,structural,target,true,,sat,phase-grammar-ic3ia,8,84,0,0,0092d81a5f6eefbe576e046bcc526a95c2875a0bd69b29208172a5eba2347d06,aa36252ae0d654cf1211143b0abb4bf124c01a2fb4c40c2e1ee41de7b30dcd25,0.110918,1.465899,1.579319,0.000000,1.579319,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/id_trans-3a1483662015.structural-global.json,e17f04288ffa8502a961adf109f2f5e670933004b110eda853bc37858a930222
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,llm-lifted,llm,lifted,true,,timeout,phase-grammar-ic3ia,4,120,76,5,c51437d006ecbb3099ba5931d892d8e06afa22baeee88d2555a96bdf290dbf40,e76aa977c91535aec610a17529ebde2b3d298c7d46699662fea9b4b408563277,0.330255,10.287549,10.620926,2.142951,12.763877,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/gj2007b-072df8f25540.llm-lifted.json,d4a372ce4cc8c3d4197b141da50977ae27cb4ba400f501f7b8df1c8f2582cddf
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,llm-raw,llm,raw,true,,unsat,phase-grammar-ic3ia,6,60,37,5,eae755bda6b33a7c79e9da9a45e2895dd04e54365fa91574369b3d5d1f7a5983,6135352a0a4daba5a728052449fda7fbe659ea7a4fa1f4e06a7a1e54cc28073d,0.369520,1.776317,2.147858,3.268178,5.416035,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/gj2007b-072df8f25540.llm-raw.json,8ce89276ffbc11237ce84aaa46b3b338edc57a3ac3921374ac340f69ad2aec1b
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,llm-source,llm,source,true,,unknown,phase-grammar-ic3ia,5,25,19,5,14d08134d578b051e4f1736217115a1a4d503341d123b6561116412544cf7e2e,1629e573a515ecf97abcecf2ff84213169081de36b10461fa5a0943c427cd571,0.078757,3.678745,3.758965,2.569379,6.328344,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/gj2007b-072df8f25540.llm-source.json,0e603fbdaab79d98c47534d1b64469348c972a028d44829a6408be6bffbd2804
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,random-lifted,random,lifted,true,,timeout,phase-grammar-ic3ia,4,120,75,5,a5c1824102675adb2ac172fcc806dd6b38ab6f7a706d85a74a0699457ef17581,e3bdc2a34b4e75db9a962d663c4d3ca206de131984de4c8b92cf6fa7602c160b,0.376547,10.265409,10.644443,0.000000,10.644443,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/gj2007b-072df8f25540.random-lifted.json,59e1d9ddd3f7b0961aa4c4035559683f3a59f6918539e2a2daf823ba3ad0a2e5
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,random-raw,random,raw,true,,unsat,phase-grammar-ic3ia,4,60,29,5,72f86bc36c79dfb808058e3e55f2866df9d63b94f0e867b5acefb56aef62608b,3678b6dc867da84b05f71397acc88eb456c273cf0aa776f77646c475fe8adf8a,0.279504,1.145193,1.426631,0.000000,1.426631,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/gj2007b-072df8f25540.random-raw.json,df4139141dc3705239ed62e2303953c30160ce52ff5758a3d51cbb5afb119678
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,random-source,random,source,true,,unknown,phase-grammar-ic3ia,2,25,13,5,8d205972717b4c561def25b879791392f4d334b0c10871383424f9cc9140b2c4,56c35fd4d6e8f4f1311a9b214185750024ca8073a8cf64385ce2757ba808fdd8,0.108756,6.296198,6.406164,0.000000,6.406164,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/gj2007b-072df8f25540.random-source.json,c91d2de273407cd29d62e38738c5cc521be2b2dc162741a5cbefff13e646f163
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,structural-all,structural,target,true,,unsat,phase-grammar-ic3ia,8,420,238,5,3d71b237633764abb603a0f57d9fcffac7f5e5324d5b9fb127244c4a9c48b974,5291eb650b56cd8e7cbb3b9139878e47dcae7c67716a4de65c65aef7d66f0556,1.949187,6.037292,7.992101,0.000000,7.992101,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/gj2007b-072df8f25540.structural-all.json,40255e303330f5488b7dac15035f5aacccdc86c95cdaf8b2f043d45326e40dc0
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,structural-global,structural,target,true,,unsat,phase-grammar-ic3ia,8,84,5,0,5a14104d2302c1f051c57c019d4d70069a152866c91e73af86d5edc78a2f73a0,5291eb650b56cd8e7cbb3b9139878e47dcae7c67716a4de65c65aef7d66f0556,0.160168,4.233722,4.396100,0.000000,4.396100,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/gj2007b-072df8f25540.structural-global.json,4819a71953dba9702043c7042849d247a4eaab32694bbabfd9f617f5b534056f
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,llm-lifted,llm,lifted,false,"route expands to 39700 all-phase candidates, above cap 20000",invalid-route,,0,0,0,5,,,0.000000,0.000000,0.000000,4.236758,4.236758,false,[],reports/hhk2008-f17d84e2bdf6.llm-lifted.json,72f1d1dba0cebc1b7c395b85ba58de80d70c6496c855743433a2ef28d92a37f8
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,llm-raw,llm,raw,true,,unknown,phase-grammar-ic3ia,4,45,20,5,d8af3bfc91c22861e6660cff8779e3b192d795ad941e8886275bfc14218ee9ba,35b0d6c8d3dd50ad02a55166394c9067bba65868b0f2401e60ae7e08668a25a0,0.145474,0.982669,1.129897,2.269982,3.399878,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/hhk2008-f17d84e2bdf6.llm-raw.json,d125486697b2cca3255b3ae02466a9a86c9e1de2642bfb49cef7ba3c5a8e723a
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,llm-source,llm,source,true,,timeout,phase-grammar-ic3ia,3,15,8,5,082451944d7c8484033ec3cbfe723ad4d579bdd9f95bb94b6681fdf01b52c66a,7aeb834ddd9d56da2886ea7e42a691c762dd990695119827fd1e76b1be4932d6,0.097236,10.231358,10.329916,1.868721,12.198637,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/hhk2008-f17d84e2bdf6.llm-source.json,9fbe72600b06244db39b84a407a3a24210c517e0fd327406db22250ef920a9b4
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,random-raw,random,raw,true,,timeout,phase-grammar-ic3ia,6,45,17,5,474c2572dcff642301aad28005ac1c0e2fbd3e53e1c379697fb596a327427cd1,06f3f0a0d98ca6aaf5f588df42c9c3bec05f1144b6f0cb5cd89f1ce9859f0577,0.251101,10.069894,10.322654,0.000000,10.322654,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/hhk2008-f17d84e2bdf6.random-raw.json,6d3bf4e649ebf3ebc45c0103a682127fc5ab4ffe6e9cbf7ae1475c1381482077
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,random-source,random,source,true,,unknown,phase-grammar-ic3ia,3,15,6,5,32449a80657e727d4b73e733a25e033d164489cd5c2d671ace2eebec5eff2206,4817e08b17653c30ebbd145a775859a2c787583263ef68f017f4b20145ffb550,0.115401,1.449713,1.566431,0.000000,1.566431,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/hhk2008-f17d84e2bdf6.random-source.json,550bb4ad9cf0353b44bd47985f3f872cc188e20cf8d008e13fde88c2a363126b
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,structural-all,structural,target,true,,timeout,phase-grammar-ic3ia,8,420,151,5,2938b4e20ef328889a93def977ce87a1a7a31038dfe9335ddef1b417ef98d1c5,2163c099a1be237c011bda332fd6ee2c1b33caa56f5148f92c48bb5c9a6e6b36,3.244018,10.258317,13.509092,0.000000,13.509092,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/hhk2008-f17d84e2bdf6.structural-all.json,4deef9161e80d9f4a98d2ff74d70291a41b688530e92bc559e3963c2491c9036
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,structural-global,structural,target,true,,timeout,phase-grammar-ic3ia,8,84,0,0,6d535c1c7699168254636cd54e54c9a961b1c08f97b2c3a6f8f768888dcafc6f,2163c099a1be237c011bda332fd6ee2c1b33caa56f5148f92c48bb5c9a6e6b36,0.123750,10.501462,10.628648,0.000000,10.628648,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/hhk2008-f17d84e2bdf6.structural-global.json,3e97e153bc750d5dd4759309bbd2b3125b632dd7c0778c1bd8fa58863cb83e81
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,llm-lifted,llm,lifted,true,,unknown,phase-grammar-ic3ia,3,15,10,5,9f92dca6886ee9bbe99a65d057c00e9c412c4bf9e415f8fd5fe70fa06ccb7886,7112a6760941a7a0ac0adde58fda4210bf52c3d8154827766d4c63d1ea23c1ea,0.062370,1.965536,2.029033,1.834729,3.863763,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/count_by_nondet-33334698fa5a.llm-lifted.json,0017d025958631d26bc5ea38454f6167ee81c32b97a199f0a5d85ff08ef1b9ae
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,llm-raw,llm,raw,true,,unknown,phase-grammar-ic3ia,4,30,16,5,5177fbf04f81f6518bad02d7a6e29668784fe0f356c3860af4dba8d45c1990be,b5ffc454ecb1ae7f299447f2eb35867facc0ea043ed798f4a39d0972836dddbb,0.090213,3.246684,3.338313,2.112334,5.450648,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/count_by_nondet-33334698fa5a.llm-raw.json,d7c2d3c4e5a708ecc4fcc9f48ddbfd01b63b4a86a7094474889d3d6184afe7c8
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,llm-source,llm,source,false,route 0.constants values must be between -16 and 16,invalid-route,,0,0,0,5,,,0.000000,0.000000,0.000000,3.060236,3.060236,false,[],reports/count_by_nondet-33334698fa5a.llm-source.json,25dca1b8fa7d2539d22cfc81fbca9d1388a681bbbbff773aa35eee5f885f94a2
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,random-lifted,random,lifted,true,,unknown,phase-grammar-ic3ia,1,20,11,5,a4434a65173cffb3d3443eb3e9dcda6ee49a1239fc8efd6b6bd03c58b4fd5701,3137a63c01877e230e9612e99a4236be5747af5dce8d9f88fb81d1b7bfc150da,0.119317,1.688990,1.809956,0.000000,1.809956,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/count_by_nondet-33334698fa5a.random-lifted.json,379cfcc31e4a5cb0f843f8f210a1050512c7dcbc636b16aad24b87dabbbedbea
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,random-raw,random,raw,true,,unknown,phase-grammar-ic3ia,1,20,9,5,568d82349494deced69c39a0ae2581859ec888810480129b22212228b5f8527d,af1b72a46f0652d9e8b72037208483b8c6fe6148d724fe2eadb24bb61c42535a,0.106793,1.882525,1.990278,0.000000,1.990278,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/count_by_nondet-33334698fa5a.random-raw.json,cf2e5e4648f832d9501d24567ae18f02f41f3eba273c99f1b017aca9e3e6c521
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,structural-all,structural,target,true,,timeout,phase-grammar-ic3ia,5,255,107,5,b81fec25b1726ac8d0b94b4057f1e78adc42c21c1fa5a6b2941041a6c1ea9403,c478cbf335212779b62cf798e03bc350995b4557fac256ca744dc7486073933c,4.345708,10.214715,14.565101,0.000000,14.565101,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/count_by_nondet-33334698fa5a.structural-all.json,5b78a522c3ce384db3aa3248631cb18caee1b57e5dc38e94b23df48fe8da354f
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,structural-global,structural,target,true,,timeout,phase-grammar-ic3ia,5,51,5,0,ad1ba9655044b4532ed39fd8c550bf43248761b7c6bc9178bfa99119b55cdbea,c478cbf335212779b62cf798e03bc350995b4557fac256ca744dc7486073933c,0.115873,10.098754,10.215329,0.000000,10.215329,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/count_by_nondet-33334698fa5a.structural-global.json,badaaf460d4be557fad064bd649437cdc1745bf7ba59c46f5191c50400595550
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-simple/nested_5.btor2,c4ce35cac2ae918082fab514f4ef1b626e9128be4e75072869e28c44ef885b11,348dcd12f337ed254c2896d444c3d3122d552a933adff74da2b68d49eb4d2d92,safe-baseline-hard,safe,llm-lifted,llm,lifted,true,,timeout,phase-grammar-ic3ia,4,63,59,9,1cec53ea120ccfbe91e6e8411cebe59febb5cfc2cdb93d91a637a6d2e22bea45,ab819584235afc28414abc880cb8bda6681956855062eb5eed902e06c809ed0e,20.064327,10.198495,30.265811,7.648852,37.914664,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",reports/nested_5-6d8e843cdbd0.llm-lifted.json,5dc3e8bb56fb2e4a18a0334e7bde3d36a3cdeae1eeca77df00669a658520a8cf
